time,bvp
1634886039977,-88.28
1634886039993,-76.18
1634886040009,-63.33
1634886040024,-51.09
1634886040040,-41.29
1634886040056,-35.33
1634886040071,-33.54
1634886040087,-34.9
1634886040102,-37.47
1634886040118,-39.34
1634886040134,-39.55
1634886040149,-38.41
1634886040165,-37.4
1634886040181,-38.48
1634886040196,-43.04
1634886040212,-51.31
1634886040227,-62.23
1634886040243,-73.86
1634886040259,-83.81
1634886040274,-89.62
1634886040290,-88.89
1634886040306,-79.67
1634886040321,-61.36
1634886040337,-35.99
1634886040352,-9.04
1634886040368,11.38
1634886040384,17.18
1634886040399,4.13
1634886040415,-25.33
1634886040431,-61.88
1634886040446,-92.28
1634886040462,-104.13
1634886040477,-90.21
1634886040493,-50.35
1634886040509,9.4
1634886040524,79.43
1634886040540,149.27
1634886040556,209.51
1634886040571,252.8
1634886040587,274.47
1634886040602,273.33
1634886040618,252.2
1634886040634,217.59
1634886040649,178.16
1634886040665,142.27
1634886040681,115.51
1634886040696,99.27
1634886040712,90.8
1634886040727,84.67
1634886040743,74.96
1634886040759,57.6
1634886040774,32.09
1634886040790,1.93
1634886040806,-26.34
1634886040821,-45.42
1634886040837,-50.12
1634886040852,-39.24
1634886040868,-15.95
1634886040884,13.9
1634886040899,44.46
1634886040915,72.31
1634886040931,97.45
1634886040946,122.71
1634886040962,152.0
1634886040977,188.25
1634886040993,231.84
1634886041009,280.06
1634886041024,327.68
1634886041040,368.34
1634886041056,396.43
1634886041071,408.77
1634886041087,405.33
1634886041102,388.95
1634886041118,364.08
1634886041134,335.24
1634886041149,305.87
1634886041165,277.9
1634886041181,252.25
1634886041196,229.41
1634886041212,209.79
1634886041227,193.66
1634886041243,180.66
1634886041259,169.71
1634886041274,159.28
1634886041290,147.99
1634886041306,135.24
1634886041321,121.39
1634886041337,107.42
1634886041352,94.49
1634886041368,83.27
1634886041384,73.78
1634886041399,65.4
1634886041415,57.21
1634886041431,48.3
1634886041446,38.0
1634886041462,25.96
1634886041477,12.17
1634886041493,-3.15
1634886041509,-19.61
1634886041524,-36.75
1634886041540,-54.14
1634886041556,-71.6
1634886041571,-89.33
1634886041587,-108.05
1634886041602,-128.8
1634886041618,-152.6
1634886041634,-180.04
1634886041649,-210.93
1634886041665,-244.25
1634886041681,-278.67
1634886041696,-312.94
1634886041712,-346.48
1634886041727,-379.58
1634886041743,-413.15
1634886041759,-448.39
1634886041774,-486.65
1634886041790,-529.49
1634886041806,-578.36
1634886041821,-633.75
1634886041837,-693.86
1634886041852,-753.63
1634886041868,-805.05
1634886041884,-839.25
1634886041899,-849.6
1634886041915,-834.32
1634886041931,-797.19
1634886041946,-745.9
1634886041962,-688.76
1634886041977,-631.78
1634886041993,-577.62
1634886042009,-526.55
1634886042024,-478.55
1634886042040,-434.76
1634886042056,-397.23
1634886042071,-367.47
1634886042087,-344.79
1634886042102,-326.05
1634886042118,-306.86
1634886042134,-283.64
1634886042149,-255.27
1634886042165,-223.28
1634886042181,-190.98
1634886042196,-161.5
1634886042212,-136.39
1634886042227,-115.27
1634886042243,-96.34
1634886042259,-77.64
1634886042274,-57.97
1634886042290,-37.26
1634886042306,-16.36
1634886042321,3.54
1634886042337,21.56
1634886042352,37.43
1634886042368,51.53
1634886042384,64.69
1634886042399,77.78
1634886042415,91.48
1634886042431,105.99
1634886042446,121.11
1634886042462,136.31
1634886042477,151.05
1634886042493,165.04
1634886042509,178.26
1634886042524,191.03
1634886042540,203.79
1634886042556,216.97
1634886042571,230.91
1634886042587,245.96
1634886042602,262.64
1634886042618,281.62
1634886042634,303.17
1634886042649,326.59
1634886042665,349.83
1634886042681,369.82
1634886042696,383.51
1634886042712,389.17
1634886042727,387.22
1634886042743,379.97
1634886042759,370.5
1634886042774,361.12
1634886042790,352.44
1634886042806,343.45
1634886042821,332.57
1634886042837,318.74
1634886042852,302.13
1634886042868,284.0
1634886042884,265.59
1634886042899,247.57
1634886042915,229.75
1634886042931,211.51
1634886042946,192.64
1634886042962,173.8
1634886042977,156.15
1634886042993,140.59
1634886043009,126.92
1634886043024,113.84
1634886043040,99.81
1634886043056,84.3
1634886043071,68.64
1634886043087,55.35
1634886043102,47.0
1634886043118,44.57
1634886043134,46.8
1634886043149,50.86
1634886043165,53.79
1634886043181,53.9
1634886043196,50.98
1634886043212,45.68
1634886043227,38.57
1634886043243,29.8
1634886043259,19.45
1634886043274,8.32
1634886043290,-1.88
1634886043306,-9.02
1634886043321,-11.59
1634886043337,-9.58
1634886043352,-4.48
1634886043368,1.65
1634886043384,6.95
1634886043399,10.63
1634886043415,12.87
1634886043431,14.25
1634886043446,15.27
1634886043462,16.03
1634886043477,16.39
1634886043493,16.15
1634886043509,15.34
1634886043524,14.07
1634886043540,12.54
1634886043556,10.82
1634886043571,9.06
1634886043587,7.17
1634886043602,5.16
1634886043618,3.03
1634886043634,0.73
1634886043649,-1.79
1634886043665,-4.6
1634886043681,-7.7
1634886043696,-11.01
1634886043712,-14.35
1634886043727,-17.48
1634886043743,-20.29
1634886043759,-22.78
1634886043774,-25.04
1634886043790,-27.15
1634886043806,-28.99
1634886043821,-30.09
1634886043837,-29.94
1634886043852,-28.26
1634886043868,-25.33
1634886043884,-21.94
1634886043899,-19.07
1634886043915,-17.3
1634886043931,-16.39
1634886043946,-15.65
1634886043962,-14.19
1634886043977,-11.62
1634886043993,-8.3
1634886044009,-4.86
1634886044024,-1.65
1634886044040,1.64
1634886044056,5.74
1634886044071,11.18
1634886044087,17.78
1634886044102,24.76
1634886044118,31.31
1634886044134,37.33
1634886044149,43.42
1634886044165,50.29
1634886044181,57.93
1634886044196,65.13
1634886044212,70.0
1634886044227,71.0
1634886044243,67.8
1634886044259,61.55
1634886044274,54.18
1634886044290,47.41
1634886044306,41.96
1634886044321,37.64
1634886044337,33.91
1634886044352,30.49
1634886044368,27.6
1634886044384,25.71
1634886044399,25.0
1634886044415,25.16
1634886044431,25.55
1634886044446,25.33
1634886044462,24.05
1634886044477,21.69
1634886044493,18.54
1634886044509,15.04
1634886044524,11.56
1634886044540,8.35
1634886044556,5.51
1634886044571,3.0
1634886044587,0.74
1634886044602,-1.39
1634886044618,-3.52
1634886044634,-5.68
1634886044649,-7.82
1634886044665,-9.69
1634886044681,-10.94
1634886044696,-11.29
1634886044712,-10.68
1634886044727,-9.42
1634886044743,-8.07
1634886044759,-7.38
1634886044774,-7.94
1634886044790,-10.07
1634886044806,-13.76
1634886044821,-18.6
1634886044837,-24.02
1634886044852,-29.28
1634886044868,-33.7
1634886044884,-36.64
1634886044899,-37.72
1634886044915,-36.77
1634886044931,-33.86
1634886044946,-29.36
1634886044962,-23.78
1634886044977,-17.7
1634886044993,-11.66
1634886045009,-6.11
1634886045024,-1.3
1634886045040,2.64
1634886045056,5.72
1634886045071,8.05
1634886045087,9.82
1634886045102,11.2
1634886045118,12.3
1634886045134,13.08
1634886045149,13.42
1634886045165,13.17
1634886045181,12.28
1634886045196,10.99
1634886045212,9.78
1634886045227,9.21
1634886045243,9.7
1634886045259,11.27
1634886045274,13.58
1634886045290,16.12
1634886045306,18.59
1634886045321,21.05
1634886045337,23.91
1634886045352,27.66
1634886045368,32.56
1634886045384,38.46
1634886045399,44.88
1634886045415,51.13
1634886045431,56.55
1634886045446,60.61
1634886045462,63.01
1634886045477,63.74
1634886045493,63.23
1634886045509,62.23
1634886045524,61.69
1634886045540,62.38
1634886045556,64.63
1634886045571,68.11
1634886045587,71.97
1634886045602,75.22
1634886045618,76.97
1634886045634,76.72
1634886045649,74.27
1634886045665,69.61
1634886045681,62.75
1634886045696,53.66
1634886045712,42.29
1634886045727,28.83
1634886045743,13.69
1634886045759,-2.44
1634886045774,-18.73
1634886045790,-34.5
1634886045806,-49.39
1634886045821,-63.41
1634886045837,-76.83
1634886045852,-89.96
1634886045868,-102.88
1634886045884,-115.34
1634886045899,-126.87
1634886045915,-136.94
1634886045931,-145.02
1634886045946,-150.45
1634886045962,-152.37
1634886045977,-150.0
1634886045993,-143.12
1634886046009,-132.61
1634886046024,-120.73
1634886046040,-110.6
1634886046056,-104.96
1634886046071,-104.84
1634886046087,-108.89
1634886046102,-113.86
1634886046118,-116.19
1634886046134,-113.76
1634886046149,-106.79
1634886046165,-97.44
1634886046181,-88.36
1634886046196,-81.19
1634886046212,-75.8
1634886046227,-70.64
1634886046243,-63.8
1634886046259,-54.06
1634886046274,-41.55
1634886046290,-27.59
1634886046306,-14.27
1634886046321,-3.68
1634886046337,2.75
1634886046352,4.7
1634886046368,3.14
1634886046384,0.18
1634886046399,-1.57
1634886046415,-0.03
1634886046431,5.35
1634886046446,13.14
1634886046462,20.62
1634886046477,25.03
1634886046493,25.01
1634886046509,21.34
1634886046524,16.43
1634886046540,13.1
1634886046556,13.19
1634886046571,16.94
1634886046587,23.1
1634886046602,29.79
1634886046618,35.32
1634886046634,38.67
1634886046649,39.65
1634886046665,38.61
1634886046681,36.38
1634886046696,34.09
1634886046712,33.04
1634886046727,34.28
1634886046743,38.02
1634886046759,43.29
1634886046774,47.79
1634886046790,48.47
1634886046806,42.46
1634886046821,28.24
1634886046837,6.39
1634886046852,-20.11
1634886046868,-46.39
1634886046884,-66.98
1634886046899,-77.32
1634886046915,-75.33
1634886046931,-61.95
1634886046946,-40.9
1634886046962,-17.27
1634886046977,4.07
1634886046993,19.81
1634886047009,28.63
1634886047024,30.92
1634886047040,28.13
1634886047056,22.21
1634886047071,15.19
1634886047087,9.04
1634886047102,5.5
1634886047118,5.83
1634886047134,10.55
1634886047149,19.15
1634886047165,30.11
1634886047181,41.19
1634886047196,50.11
1634886047212,55.48
1634886047227,57.14
1634886047243,56.01
1634886047259,53.16
1634886047274,49.07
1634886047290,43.28
1634886047306,34.99
1634886047321,23.98
1634886047337,11.28
1634886047352,-0.97
1634886047368,-10.44
1634886047384,-15.73
1634886047399,-16.95
1634886047415,-15.43
1634886047431,-12.86
1634886047446,-10.41
1634886047462,-8.45
1634886047477,-6.8
1634886047493,-5.32
1634886047509,-4.13
1634886047524,-3.54
1634886047540,-3.7
1634886047556,-4.5
1634886047571,-5.52
1634886047587,-6.25
1634886047602,-6.14
1634886047618,-4.76
1634886047634,-1.84
1634886047649,2.46
1634886047665,7.62
1634886047681,12.72
1634886047696,16.83
1634886047712,19.28
1634886047727,19.86
1634886047743,18.74
1634886047759,16.26
1634886047774,12.71
1634886047790,8.35
1634886047806,3.7
1634886047821,-0.33
1634886047837,-2.5
1634886047852,-1.64
1634886047868,2.77
1634886047884,10.11
1634886047899,18.61
1634886047915,25.86
1634886047931,29.73
1634886047946,29.19
1634886047962,24.74
1634886047977,18.18
1634886047993,12.03
1634886048009,8.69
1634886048024,9.96
1634886048040,16.89
1634886048056,29.64
1634886048071,47.19
1634886048087,66.98
1634886048102,84.69
1634886048118,94.74
1634886048134,91.86
1634886048149,73.07
1634886048165,39.25
1634886048181,-4.67
1634886048196,-51.11
1634886048212,-92.51
1634886048227,-123.72
1634886048243,-143.26
1634886048259,-152.91
1634886048274,-155.99
1634886048290,-155.64
1634886048306,-153.65
1634886048321,-150.4
1634886048337,-145.5
1634886048352,-138.41
1634886048368,-128.76
1634886048384,-116.21
1634886048399,-100.47
1634886048415,-81.3
1634886048431,-58.83
1634886048446,-33.98
1634886048462,-8.4
1634886048477,15.87
1634886048493,37.1
1634886048509,54.5
1634886048524,68.36
1634886048540,79.83
1634886048556,90.28
1634886048571,100.73
1634886048587,111.45
1634886048602,122.13
1634886048618,132.04
1634886048634,140.47
1634886048649,147.06
1634886048665,152.17
1634886048681,156.84
1634886048696,162.68
1634886048712,171.12
1634886048727,182.7
1634886048743,196.47
1634886048759,209.75
1634886048774,218.67
1634886048790,219.04
1634886048806,207.83
1634886048821,183.74
1634886048837,147.71
1634886048852,102.36
1634886048868,50.86
1634886048884,-4.15
1634886048899,-61.34
1634886048915,-120.45
1634886048931,-181.45
1634886048946,-243.35
1634886048962,-303.5
1634886048977,-357.43
1634886048993,-399.87
1634886049009,-426.15
1634886049024,-433.39
1634886049040,-421.06
1634886049056,-390.55
1634886049071,-344.59
1634886049087,-286.96
1634886049102,-222.85
1634886049118,-159.19
1634886049134,-104.09
1634886049149,-64.92
1634886049165,-45.57
1634886049181,-44.57
1634886049196,-55.49
1634886049212,-69.75
1634886049227,-80.63
1634886049243,-85.98
1634886049259,-88.02
1634886049274,-90.54
1634886049290,-95.78
1634886049306,-102.34
1634886049321,-106.79
1634886049337,-106.3
1634886049352,-101.06
1634886049368,-94.1
1634886049384,-88.71
1634886049399,-85.61
1634886049415,-82.41
1634886049431,-76.05
1634886049446,-66.32
1634886049462,-57.68
1634886049477,-57.27
1634886049493,-70.31
1634886049509,-95.88
1634886049524,-126.15
1634886049540,-149.91
1634886049556,-158.2
1634886049571,-148.5
1634886049587,-124.95
1634886049602,-94.96
1634886049618,-64.39
1634886049634,-34.61
1634886049649,-2.84
1634886049665,34.93
1634886049681,80.52
1634886049696,131.72
1634886049712,183.14
1634886049727,228.55
1634886049743,263.31
1634886049759,285.74
1634886049774,297.14
1634886049790,300.56
1634886049806,299.26
1634886049821,295.26
1634886049837,288.93
1634886049852,279.46
1634886049868,265.93
1634886049884,248.52
1634886049899,228.84
1634886049915,209.61
1634886049931,193.54
1634886049946,182.27
1634886049962,175.89
1634886049977,173.17
1634886049993,172.34
1634886050009,171.9
1634886050024,171.16
1634886050040,170.25
1634886050056,169.65
1634886050071,169.27
1634886050087,167.93
1634886050102,163.34
1634886050118,152.92
1634886050134,135.03
1634886050149,110.09
1634886050165,80.79
1634886050181,51.27
1634886050196,25.65
1634886050212,6.59
1634886050227,-5.36
1634886050243,-11.47
1634886050259,-13.86
1634886050274,-14.42
1634886050290,-14.12
1634886050306,-12.94
1634886050321,-10.16
1634886050337,-4.98
1634886050352,2.97
1634886050368,13.33
1634886050384,24.94
1634886050399,36.08
1634886050415,45.07
1634886050431,50.94
1634886050446,53.92
1634886050462,55.5
1634886050477,58.08
1634886050493,64.14
1634886050509,75.27
1634886050524,91.33
1634886050540,110.01
1634886050556,127.0
1634886050571,137.0
1634886050587,135.13
1634886050602,118.44
1634886050618,86.82
1634886050634,43.01
1634886050649,-8.09
1634886050665,-60.81
1634886050681,-110.28
1634886050696,-153.58
1634886050712,-190.4
1634886050727,-222.87
1634886050743,-254.48
1634886050759,-288.61
1634886050774,-326.7
1634886050790,-366.94
1634886050806,-404.05
1634886050821,-430.79
1634886050837,-440.7
1634886050852,-430.97
1634886050868,-403.83
1634886050884,-365.66
1634886050899,-324.33
1634886050915,-285.99
1634886050931,-253.03
1634886050946,-223.99
1634886050962,-195.24
1634886050977,-163.26
1634886050993,-126.31
1634886051009,-84.85
1634886051024,-40.92
1634886051040,2.98
1634886051056,44.54
1634886051071,81.84
1634886051087,113.16
1634886051102,136.93
1634886051118,152.14
1634886051134,158.88
1634886051149,158.68
1634886051165,154.35
1634886051181,149.17
1634886051196,146.09
1634886051212,146.66
1634886051227,150.57
1634886051243,155.65
1634886051259,158.66
1634886051274,156.4
1634886051290,146.95
1634886051306,130.54
1634886051321,109.57
1634886051337,87.83
1634886051352,69.27
1634886051368,56.94
1634886051384,52.15
1634886051399,54.27
1634886051415,61.01
1634886051431,69.35
1634886051446,76.59
1634886051462,81.29
1634886051477,83.62
1634886051493,85.32
1634886051509,89.08
1634886051524,97.58
1634886051540,112.43
1634886051556,133.37
1634886051571,158.18
1634886051587,183.36
1634886051602,205.52
1634886051618,222.69
1634886051634,234.97
1634886051649,244.25
1634886051665,253.14
1634886051681,263.66
1634886051696,276.31
1634886051712,289.75
1634886051727,301.3
1634886051743,307.85
1634886051759,306.87
1634886051774,297.01
1634886051790,278.08
1634886051806,250.81
1634886051821,216.5
1634886051837,176.82
1634886051852,133.81
1634886051868,89.91
1634886051884,47.85
1634886051899,10.18
1634886051915,-21.36
1634886051931,-46.44
1634886051946,-66.52
1634886051962,-84.35
1634886051977,-103.4
1634886051993,-127.07
1634886052009,-158.06
1634886052024,-197.93
1634886052040,-246.27
1634886052056,-299.75
1634886052071,-351.6
1634886052087,-392.73
1634886052102,-414.49
1634886052118,-412.26
1634886052134,-387.76
1634886052149,-348.46
1634886052165,-304.32
1634886052181,-263.48
1634886052196,-229.48
1634886052212,-201.52
1634886052227,-177.08
1634886052243,-154.97
1634886052259,-136.61
1634886052274,-124.64
1634886052290,-120.22
1634886052306,-121.04
1634886052321,-121.68
1634886052337,-116.34
1634886052352,-102.17
1634886052368,-81.25
1634886052384,-59.93
1634886052399,-46.08
1634886052415,-45.33
1634886052431,-58.38
1634886052446,-80.43
1634886052462,-102.8
1634886052477,-116.2
1634886052493,-114.07
1634886052509,-94.75
1634886052524,-61.62
1634886052540,-21.51
1634886052556,17.98
1634886052571,50.71
1634886052587,73.35
1634886052602,85.45
1634886052618,88.96
1634886052634,87.54
1634886052649,85.82
1634886052665,88.46
1634886052681,98.81
1634886052696,117.13
1634886052712,139.45
1634886052727,157.99
1634886052743,163.68
1634886052759,150.09
1634886052774,117.89
1634886052790,76.03
1634886052806,39.12
1634886052821,21.44
1634886052837,29.85
1634886052852,59.73
1634886052868,96.31
1634886052884,121.32
1634886052899,121.01
1634886052915,91.79
1634886052931,40.29
1634886052946,-21.02
1634886052962,-79.83
1634886052977,-127.87
1634886052993,-161.0
1634886053009,-177.18
1634886053024,-174.66
1634886053040,-152.77
1634886053056,-114.3
1634886053071,-67.58
1634886053087,-25.33
1634886053102,-0.11
1634886053118,1.49
1634886053134,-17.81
1634886053149,-47.71
1634886053165,-75.92
1634886053181,-94.32
1634886053196,-101.93
1634886053212,-103.13
1634886053227,-102.61
1634886053243,-100.92
1634886053259,-93.89
1634886053274,-75.44
1634886053290,-42.62
1634886053306,1.04
1634886053321,46.33
1634886053337,82.46
1634886053352,102.11
1634886053368,104.26
1634886053384,93.7
1634886053399,77.37
1634886053415,60.61
1634886053431,45.19
1634886053446,30.14
1634886053462,14.05
1634886053477,-2.77
1634886053493,-17.66
1634886053509,-26.83
1634886053524,-27.54
1634886053540,-19.8
1634886053556,-6.61
1634886053571,7.29
1634886053587,17.52
1634886053602,21.75
1634886053618,20.34
1634886053634,15.74
1634886053649,11.03
1634886053665,8.47
1634886053681,8.69
1634886053696,10.98
1634886053712,13.95
1634886053727,16.39
1634886053743,17.87
1634886053759,18.71
1634886053774,19.78
1634886053790,21.97
1634886053806,25.78
1634886053821,31.05
1634886053837,36.94
1634886053852,42.16
1634886053868,45.39
1634886053884,45.87
1634886053899,43.75
1634886053915,40.11
1634886053931,36.47
1634886053946,33.97
1634886053962,32.83
1634886053977,32.41
1634886053993,31.8
1634886054009,30.77
1634886054024,30.18
1634886054040,31.67
1634886054056,36.74
1634886054071,45.9
1634886054087,58.17
1634886054102,71.45
1634886054118,83.47
1634886054134,92.77
1634886054149,99.21
1634886054165,103.85
1634886054181,108.27
1634886054196,113.67
1634886054212,120.28
1634886054227,127.12
1634886054243,132.4
1634886054259,134.23
1634886054274,131.44
1634886054290,124.31
1634886054306,114.57
1634886054321,104.88
1634886054337,97.7
1634886054352,94.31
1634886054368,94.38
1634886054384,96.3
1634886054399,98.08
1634886054415,98.44
1634886054431,97.27
1634886054446,95.72
1634886054462,95.56
1634886054477,98.32
1634886054493,104.61
1634886054509,113.58
1634886054524,122.93
1634886054540,129.23
1634886054556,128.47
1634886054571,117.01
1634886054587,92.47
1634886054603,54.65
1634886054618,5.93
1634886054634,-48.81
1634886054649,-103.28
1634886054665,-151.18
1634886054681,-187.71
1634886054696,-210.48
1634886054712,-219.74
1634886054728,-218.06
1634886054743,-209.33
1634886054759,-197.67
1634886054774,-186.48
1634886054790,-177.73
1634886054806,-171.43
1634886054821,-166.02
1634886054837,-159.09
1634886054853,-148.63
1634886054868,-134.02
1634886054884,-116.3
1634886054899,-97.83
1634886054915,-81.33
1634886054931,-69.18
1634886054946,-63.08
1634886054962,-64.26
1634886054978,-73.45
1634886054993,-90.51
1634886055009,-113.93
1634886055024,-140.62
1634886055040,-166.37
1634886055056,-187.0
1634886055071,-199.47
1634886055087,-202.05
1634886055103,-193.82
1634886055118,-174.18
1634886055134,-142.84
1634886055149,-100.97
1634886055165,-52.35
1634886055181,-3.46
1634886055196,38.23
1634886055212,66.98
1634886055228,80.5
1634886055243,80.22
1634886055259,69.71
1634886055274,52.39
1634886055290,30.31
1634886055306,4.49
1634886055321,-24.2
1634886055337,-54.28
1634886055353,-83.96
1634886055368,-111.96
1634886055384,-137.89
1634886055399,-161.96
1634886055415,-184.01
1634886055431,-202.91
1634886055446,-216.63
1634886055462,-223.0
1634886055478,-220.52
1634886055493,-208.51
1634886055509,-186.67
1634886055524,-154.72
1634886055540,-112.71
1634886055556,-61.81
1634886055571,-5.25
1634886055587,51.73
1634886055603,102.95
1634886055618,143.19
1634886055634,169.88
1634886055649,183.77
1634886055665,188.34
1634886055681,188.09
1634886055696,186.81
1634886055712,186.43
1634886055728,186.73
1634886055743,186.18
1634886055759,183.24
1634886055774,177.33
1634886055790,168.97
1634886055806,159.24
1634886055821,148.98
1634886055837,138.28
1634886055853,126.67
1634886055868,113.68
1634886055884,99.45
1634886055899,84.79
1634886055915,70.82
1634886055931,58.33
1634886055946,47.38
1634886055962,37.4
1634886055978,27.61
1634886055993,17.46
1634886056009,6.88
1634886056024,-3.76
1634886056040,-13.68
1634886056056,-21.9
1634886056071,-27.45
1634886056087,-29.57
1634886056103,-28.18
1634886056118,-24.05
1634886056134,-18.7
1634886056149,-13.84
1634886056165,-10.6
1634886056181,-9.16
1634886056196,-8.76
1634886056212,-8.17
1634886056228,-6.22
1634886056243,-2.12
1634886056259,4.51
1634886056274,13.79
1634886056290,25.44
1634886056306,38.58
1634886056321,51.49
1634886056337,61.88
1634886056353,67.72
1634886056368,68.17
1634886056384,64.14
1634886056399,58.16
1634886056415,53.3
1634886056431,51.96
1634886056446,54.91
1634886056462,61.13
1634886056478,68.34
1634886056493,74.06
1634886056509,76.46
1634886056524,74.96
1634886056540,70.2
1634886056556,63.66
1634886056571,57.04
1634886056587,51.73
1634886056603,48.45
1634886056618,47.2
1634886056634,47.46
1634886056649,48.38
1634886056665,49.04
1634886056681,48.66
1634886056696,46.81
1634886056712,43.41
1634886056728,38.7
1634886056743,32.93
1634886056759,26.1
1634886056774,18.05
1634886056790,8.68
1634886056806,-1.6
1634886056821,-11.77
1634886056837,-20.49
1634886056853,-26.86
1634886056868,-30.93
1634886056884,-33.84
1634886056899,-37.01
1634886056915,-41.25
1634886056931,-46.13
1634886056946,-50.22
1634886056962,-52.01
1634886056978,-50.92
1634886056993,-47.7
1634886057009,-43.97
1634886057024,-41.24
1634886057040,-40.11
1634886057056,-40.0
1634886057071,-39.62
1634886057087,-37.7
1634886057103,-33.59
1634886057118,-27.39
1634886057134,-19.73
1634886057149,-11.39
1634886057165,-3.03
1634886057181,4.88
1634886057196,12.05
1634886057212,18.18
1634886057228,23.02
1634886057243,26.34
1634886057259,28.12
1634886057274,28.58
1634886057290,28.28
1634886057306,27.87
1634886057321,27.92
1634886057337,28.66
1634886057353,29.87
1634886057368,31.03
1634886057384,31.51
1634886057399,30.81
1634886057415,28.72
1634886057431,25.28
1634886057446,20.82
1634886057462,15.82
1634886057478,10.82
1634886057493,6.11
1634886057509,1.59
1634886057524,-3.23
1634886057540,-9.13
1634886057556,-16.63
1634886057571,-25.7
1634886057587,-35.54
1634886057603,-44.86
1634886057618,-52.36
1634886057634,-57.2
1634886057649,-59.24
1634886057665,-58.88
1634886057681,-56.82
1634886057696,-53.8
1634886057712,-50.47
1634886057728,-47.44
1634886057743,-45.25
1634886057759,-44.29
1634886057774,-44.73
1634886057790,-46.38
1634886057806,-48.86
1634886057821,-51.62
1634886057837,-54.18
1634886057853,-56.19
1634886057868,-57.55
1634886057884,-58.35
1634886057899,-58.93
1634886057915,-59.76
1634886057931,-61.22
1634886057946,-63.38
1634886057962,-65.8
1634886057978,-67.6
1634886057993,-67.76
1634886058009,-65.42
1634886058024,-60.23
1634886058040,-52.4
1634886058056,-42.64
1634886058071,-31.86
1634886058087,-21.05
1634886058103,-11.09
1634886058118,-2.64
1634886058134,3.93
1634886058149,8.63
1634886058165,11.88
1634886058181,14.4
1634886058196,16.92
1634886058212,20.04
1634886058228,23.88
1634886058243,28.18
1634886058259,32.37
1634886058274,35.78
1634886058290,37.83
1634886058306,38.23
1634886058321,36.97
1634886058337,34.26
1634886058353,30.47
1634886058368,26.03
1634886058384,21.4
1634886058399,17.04
1634886058415,13.39
1634886058431,10.77
1634886058446,9.28
1634886058462,8.71
1634886058478,8.57
1634886058493,8.29
1634886058509,7.46
1634886058524,6.04
1634886058540,4.34
1634886058556,2.89
1634886058571,2.14
1634886058587,2.29
1634886058603,3.24
1634886058618,4.7
1634886058634,6.37
1634886058649,7.98
1634886058665,9.38
1634886058681,10.46
1634886058696,11.17
1634886058712,11.42
1634886058728,11.15
1634886058743,10.37
1634886058759,9.16
1634886058774,7.68
1634886058790,6.17
1634886058806,4.86
1634886058821,3.89
1634886058837,3.26
1634886058853,2.86
1634886058868,2.53
1634886058884,2.15
1634886058899,1.72
1634886058915,1.32
1634886058931,1.08
1634886058946,1.03
1634886058962,1.17
1634886058978,1.44
1634886058993,1.83
1634886059009,2.38
1634886059024,3.17
1634886059040,4.28
1634886059056,5.73
1634886059071,7.61
1634886059087,10.04
1634886059103,13.17
1634886059118,17.01
1634886059134,21.28
1634886059149,25.42
1634886059165,28.81
1634886059181,31.1
1634886059196,32.41
1634886059212,33.44
1634886059228,35.17
1634886059243,38.45
1634886059259,43.66
1634886059274,50.53
1634886059290,58.29
1634886059306,66.07
1634886059321,73.2
1634886059337,79.51
1634886059353,85.3
1634886059368,91.12
1634886059384,97.51
1634886059399,104.77
1634886059415,112.82
1634886059431,121.32
1634886059446,129.77
1634886059462,137.59
1634886059478,144.12
1634886059493,148.54
1634886059509,149.88
1634886059524,147.33
1634886059540,140.52
1634886059556,129.8
1634886059571,116.13
1634886059587,100.72
1634886059603,84.49
1634886059618,67.83
1634886059634,50.65
1634886059649,32.79
1634886059665,14.46
1634886059681,-3.62
1634886059696,-20.43
1634886059712,-35.01
1634886059728,-46.89
1634886059743,-56.24
1634886059759,-63.69
1634886059774,-70.02
1634886059790,-75.81
1634886059806,-81.19
1634886059821,-85.97
1634886059837,-89.77
1634886059853,-92.31
1634886059868,-93.52
1634886059884,-93.62
1634886059899,-92.93
1634886059915,-91.73
1634886059931,-90.13
1634886059946,-88.11
1634886059962,-85.62
1634886059978,-82.72
1634886059993,-79.58
1634886060009,-76.48
1634886060024,-73.53
1634886060040,-70.56
1634886060056,-67.1
1634886060071,-62.43
1634886060087,-55.83
1634886060103,-46.91
1634886060118,-35.76
1634886060134,-22.98
1634886060149,-9.49
1634886060165,3.76
1634886060181,16.01
1634886060196,26.8
1634886060212,35.78
1634886060228,42.48
1634886060243,46.15
1634886060259,45.88
1634886060274,40.88
1634886060290,30.94
1634886060306,16.65
1634886060321,-0.57
1634886060337,-18.8
1634886060353,-35.94
1634886060368,-50.15
1634886060384,-59.92
1634886060399,-64.15
1634886060415,-62.26
1634886060431,-54.28
1634886060446,-41.04
1634886060462,-24.1
1634886060478,-5.34
1634886060493,13.86
1634886060509,33.36
1634886060524,54.31
1634886060540,78.13
1634886060556,104.92
1634886060571,132.08
1634886060587,154.22
1634886060603,164.64
1634886060618,157.8
1634886060634,131.2
1634886060649,85.95
1634886060665,26.05
1634886060681,-42.88
1634886060696,-114.33
1634886060712,-181.11
1634886060728,-235.54
1634886060743,-270.52
1634886060759,-281.45
1634886060774,-268.21
1634886060790,-235.85
1634886060806,-193.14
1634886060821,-149.58
1634886060837,-112.32
1634886060853,-84.45
1634886060868,-65.42
1634886060884,-52.86
1634886060899,-44.31
1634886060915,-38.23
